SCHOOL_ID,NAME,BOARD,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,POSTAL_COD,LATITUDE,LONGITUDE
1,A. E. Cross School,The Calgary School Division,Calgary,AB,Junior High,N,N,N,Y,N,T3E3C2,51.02336111,-114.1423612
2,AADAC Youth Services,The Calgary School Division,Calgary,AB,Unknown,N,N,N,N,N,T2N2E5,51.06058077,-114.1016481
3,Abbeydale School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2A6W2,51.05640654,-113.9302013
4,Acadia School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2J1K4,50.9698888,-114.0532941
5,Access Academy,Access International College (Calgary) Incorporated,Calgary,AB,Junior High/Senior High,N,N,N,Y,Y,T3E7K1,51.01926865,-114.1190292
6,Adolescent Mental Health Services,The Calgary School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2N2T9,51.06506519,-114.131287
7,Ahmadiyya Muslim School,Ahmadiyya Muslim Schools Society Alberta,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3J4L3,51.10175158,-113.9737993
8,Akiva Academy,Congregation House of Jacob-Mikveh Israel,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2V2Y3,50.97366999,-114.0772316
9,Al-Amal Academy,The Prairie Land School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3R0N2,51.14926772,-114.206071
10,Al-Amal Online Academy,The Prairie Land School Division,Calgary,AB,Senior High,N,N,N,N,Y,T3R0N2,51.14963114,-114.2082167
11,Alberta Ballet School,The Alberta Ballet Company,Calgary,AB,Junior High/Senior High,N,N,N,Y,Y,T2R1K7,51.04224859,-114.0822517
12,Alberta Chung Wah School,Alberta Chung Wah School Society,Calgary,AB,Unknown,N,N,N,N,N,T2G4X6,51.04950006,-114.0622196
13,Alex Ferguson School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3C1K5,51.03943608,-114.1233821
14,Alex Munro School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2K0R9,51.12095458,-114.0613747
15,All Boys Program,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3E1C2,51.0212257,-114.136711
16,All Saints High School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2X4K9,50.85918373,-114.0259251
17,"Almadina Language Charter Academy, Mountain View Campus",Almadina School Society,Calgary,AB,Elementary,N,N,Y,N,N,T2B1R9,51.03255056,-113.986905
18,"Almadina Language Charter Academy, Ogden Campus",Almadina School Society,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2C0G8,50.9847171,-114.0135793
19,Al-Qaim International School,Al-Zahra Islamic Research Foundation,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2H1C3,50.98540138,-114.0515489
20,Altadore School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2T4H9,51.01487116,-114.1002161
21,Alternative High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2T5A5,51.00938188,-114.1101934
22,Andrew Sibbald School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2J2X9,50.93526626,-114.0417171
23,Annie Foote School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T1Y5V5,51.08590565,-113.9404197
24,Annie Gale School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T1Y4S8,51.08872943,-113.9649795
25,Apostles of Jesus,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3N1H6,51.158808,-113.9560794
26,Arbour Lake Middle School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3G4H3,51.13497196,-114.2092406
27,Arise Christian Academy,Arise Calgary Church,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3J1Z9,51.09693531,-113.9531395
28,Asasa Academy,Asasa Learning,Calgary,AB,Elementary,N,N,Y,N,N,T2K3J6,51.08648866,-114.0891968
29,Ascension of Our Lord,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3K4G9,51.14618128,-114.0608134
30,Auburn Bay School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3M0K6,50.89635216,-113.9618884
31,Aurora Learning Calgary,Aurora Learning Foundation (Calgary),Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2E7N7,51.09706319,-114.0075744
32,Balmoral School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2M0H4,51.06797713,-114.0668282
33,Banbury Crossroads School,Banbury Crossroads School,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3E7K1,51.0192754,-114.1189863
34,Banff Trail School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2M4J3,51.08121918,-114.1170596
35,Banting and Best School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2C2K5,50.99385668,-114.0148461
36,Battalion Park School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3H4S2,51.02387856,-114.183636
37,Bayside School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3M0Z4,50.88734835,-113.94838
38,BCS@Home,Bearspaw Christian School Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3R1C5,51.17940653,-114.1971516
39,Bearspaw Christian School & College,Bearspaw Christian School Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3R1C5,51.17921821,-114.1995978
40,Beddington Heights School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3K2J6,51.13193629,-114.0793248
41,Belfast School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2E4V4,51.06358069,-114.0185082
42,Belvedere Parkway School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3B2R8,51.09337856,-114.2119689
43,Bishop Carroll High School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Senior High,N,N,N,N,Y,T3E6L1,51.01052164,-114.1225251
44,Bishop Kidd School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Junior High,N,N,N,Y,N,T2A0Y8,51.04039918,-113.991623
45,Bishop McNally High School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Senior High,N,N,N,N,Y,T3J3N4,51.10343964,-113.953675
46,Bishop O'Byrne High School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2Y4H3,50.89842289,-114.0647434
47,Bishop Pinkham School,The Calgary School Division,Calgary,AB,Junior High,N,N,N,Y,N,T3E5K1,50.99822522,-114.1291645
48,Blessed Marie-Rose,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3R1M9,51.16116402,-114.1487679
49,Bob Edwards School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2A2Z5,51.05985297,-113.9742634
50,Bowcroft School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3B2L9,51.08755962,-114.1930241
51,Bowness High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T3B2N6,51.09351893,-114.201836
52,Braeside School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2W0C3,50.9569017,-114.1026679
53,Branton School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2M3W1,51.07277045,-114.1106251
54,Brentwood School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2L0C9,51.0923626,-114.1278159
55,Briar Hill School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2N2L8,51.06301033,-114.1117608
56,Bridlewood School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2Y0L4,50.90151396,-114.1106797
57,Buchanan School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2E2Y2,51.08555748,-114.063555
58,Buffalo Rubbing Stone School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3K0X2,51.16944011,-114.0896623
59,Calgary Academy,Calgary Academy Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3H0R3,51.04101233,-114.2280142
60,Calgary Academy Collegiate,Calgary Academy Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3H0R3,51.04052662,-114.2277889
61,Calgary Arts Academy,Calgary Arts Academy Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2G1E8,51.03959669,-114.0507211
62,Calgary Arts Academy Rosscarrock Middle School,Calgary Arts Academy Society,Calgary,AB,Unknown,N,N,N,N,N,T3C1W7,51.04100368,-114.1452042
63,Calgary Chinese Alliance School,Calgary Chinese Alliance School Society,Calgary,AB,Senior High,N,N,N,N,Y,T3K2E2,51.12583627,-114.0693758
64,Calgary Chinese Private School,The Calgary Chinese Public School Society,Calgary,AB,Senior High,N,N,N,N,Y,T2P0B9,51.05160189,-114.0643343
65,Calgary Christian High School,The Palliser School Division,Calgary,AB,Junior High/Senior High,N,N,N,Y,Y,T3E0R5,51.03030729,-114.1589203
66,Calgary Christian School,The Palliser School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3E3X9,51.02882155,-114.1580332
67,Calgary Classical Academy,Alberta Classical Academy Ltd.,Calgary,AB,Elementary,N,N,Y,N,N,T2E3Y1,51.0541791,-114.0487322
68,Calgary Classical Academy Currie Campus,Alberta Classical Academy Ltd.,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3E7K9,51.01774868,-114.1192642
69,Calgary French & International School,Calgary French & International School Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3H5R1,51.06835389,-114.1986626
70,Calgary German Language School Society,Calgary German Language School Society,Calgary,AB,Junior High/Senior High,N,N,N,Y,Y,T3B2L9,51.08698679,-114.1922516
71,Calgary Girls Charter School,Calgary Girls' School Society,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3E5P7,50.99849492,-114.1142775
72,Calgary Girls Charter School - Bel Aire Campus,Calgary Girls' School Society,Calgary,AB,Elementary,N,N,Y,N,N,T2V2C4,50.99772167,-114.0884615
73,Calgary Home Education,The Calgary School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2V0Z7,51.00470332,-114.0742946
74,Calgary International Academy,Calgary International Academy Ltd,Calgary,AB,Elementary,N,N,Y,N,N,T3G5J7,51.13975919,-114.2322131
75,Calgary International Academy ECS,Calgary International Academy Ltd,Calgary,AB,Unknown,N,N,N,N,N,T3J4A3,51.12564355,-113.9547982
76,"Calgary Islamic School, Akram Jomaa Campus",The Palliser School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T1Y5L2,51.08712623,-113.9996038
77,"Calgary Islamic School, Omar Bin Al-Khattab Campus",The Palliser School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2A5K4,51.05063424,-113.9941267
78,Calgary Jewish Academy,The Calgary Jewish Academy,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2V1P7,50.99371155,-114.0929592
79,Calgary Quest School,Calgary Quest Children's Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3C0A5,51.04919739,-114.1369503
80,Calgary Waldorf School,Calgary Waldorf School Society,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3H5G9,51.07213926,-114.2189034
81,Cambrian Heights School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2K3J5,51.08592001,-114.0877678
82,Canadian Montessori School,The Canadian Montessori School Ltd.,Calgary,AB,Elementary,N,N,Y,N,N,T2V0P6,50.99079713,-114.0875979
83,Canadian Montessori School North,The Canadian Montessori School Ltd.,Calgary,AB,Unknown,N,N,N,N,N,T2V0P6,50.99088493,-114.087716
84,Canadian Montessori School West,The Canadian Montessori School Ltd.,Calgary,AB,Unknown,N,N,N,N,N,T2V0P6,50.99076337,-114.0880271
85,Canyon Meadows School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2W1J1,50.94744265,-114.0784324
86,Capitol Hill School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2M3T4,51.07194764,-114.1038035
87,Cappy Smart School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2A4P5,51.06364251,-113.9459398
88,Capstone Engineering Academy,Capstone Engineering Academy,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2H2Z9,50.99732132,-114.0428356
89,Captain John Palliser School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2L0G6,51.09716749,-114.1387613
90,Captain Nichola Goddard School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3K0P3,51.16253656,-114.0904357
91,Catherine Nichols Gunn School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2K5C7,51.11174136,-114.0581542
92,CBe-learn,The Calgary School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3E1L2,51.00687012,-114.1142406
93,Cecil Swanson School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T1Y5V9,51.07562105,-113.9647095
94,Cedarbrae School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2W2T3,50.95888488,-114.1341246
95,Centennial High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2X3W7,50.90555259,-114.0519811
96,Central Memorial High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T3E1R9,51.00812575,-114.1136429
97,Chaparral School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2X3S2,50.88431534,-114.0484511
98,Chief Justice Milvain School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T1Y6A3,51.08390964,-113.9724582
99,Children's Village School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2E5L5,51.06385981,-114.0420778
100,Chinook Learning Services,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2M0T2,51.06852485,-114.0665596
101,Chinook Park School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2V0S6,50.98620223,-114.0882741
102,Chinook Winds Adventist Academy,Alberta Conference of 7th Day Adventist Church,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3B5T2,51.08545848,-114.2438295
103,Chris Akkerman School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2A3J6,51.06364236,-113.9635383
104,Christ the King Catholic School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3M1K6,50.88784133,-113.975956
105,Christine Meikle School,The Calgary School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3A2Y5,51.03040425,-113.8997294
106,Citadel Park School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3G4B8,51.14554139,-114.1754534
107,Clarence Sansom School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T1Y6G4,51.07495465,-113.9493871
108,Clear Water Academy,Clear Water Academy Foundation,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3E8G1,51.01930925,-114.1233492
109,CLS Alternative Site,The Calgary School Division,Calgary,AB,Unknown,N,N,N,N,N,T3J4W3,51.1237864,-113.9493119
110,CLS Forest Lawn Writing Centre,The Calgary School Division,Calgary,AB,Unknown,N,N,N,N,N,T2A1M8,51.04256577,-113.9690481
111,CLS James Fowler Writing Centre,The Calgary School Division,Calgary,AB,Unknown,N,N,N,N,N,T2K1A1,51.08702801,-114.0710041
112,CLS Lord Beaverbrook Writing Centre,The Calgary School Division,Calgary,AB,Unknown,N,N,N,N,N,T2H0Z4,50.97322975,-114.0613439
113,CLS Lord Shaughnessy Writing Centre,The Calgary School Division,Calgary,AB,Unknown,N,N,N,N,N,T3E1L2,51.00700514,-114.1143157
114,Collingwood School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2L0R6,51.07988529,-114.1025604
115,Colonel Irvine School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2K3H6,51.09257241,-114.080159
116,Colonel J. Fred Scott School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T1Y3C4,51.08780246,-113.9681182
117,Colonel Macleod School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2E3Y9,51.06599903,-114.0470624
118,Colonel Sanders School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2K3G5,51.09928626,-114.0751366
119,Colonel Walker School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2G0V3,51.03442789,-114.0192261
120,Columbia College,Columbia College Calgary,Calgary,AB,Senior High,N,N,N,N,Y,T2E7N8,51.05701673,-114.018012
121,Connaught School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2R0J8,51.04162464,-114.0887191
122,Connect Charter School,Connect Charter School Society,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3E5Z4,51.00039178,-114.13566
123,Copperfield School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2Z0G7,50.91581192,-113.929813
124,Corpus Christi School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2K3C1,51.10141563,-114.0680868
125,Coventry Hills School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3K5S9,51.16521764,-114.0506017
126,Cranston School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3M1E8,50.88689352,-113.9872159
127,Crescent Heights High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2M2S2,51.06143611,-114.0661402
128,Crossing Park School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3J4W8,51.11485096,-113.967554
129,Dalhousie School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3A1K3,51.10654738,-114.1512929
130,David Thompson School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2J1K4,50.97009148,-114.0534336
131,Deer Run School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2J6P8,50.92166201,-114.0095506
132,Delta West Academy,Delta West Academy Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2E4P3,51.0550983,-114.0346668
133,Discovering Choices,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2G0W2,51.04288295,-114.0573199
134,Discovering Choices II,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2A6K3,51.05605603,-113.984008
135,Discovering Choices II,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2A6K3,51.05606615,-113.9838685
136,Divine Mercy School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3M1M5,50.90163248,-113.924086
137,Don Bosco School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2J6S7,50.93141782,-114.0182394
138,Douglas Harkness School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T1Y2C5,51.07400162,-113.9462458
139,Douglasdale School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2Z4A3,50.93525324,-113.9831652
140,Dr. E. P. Scarlett High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2W1H4,50.94885665,-114.0884416
141,Dr. E. W. Coffin School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2L1W4,51.10360249,-114.1350341
142,Dr. Freda Miller School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2Y0E8,50.9201264,-114.1148667
143,Dr. George Stanley School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3M0J4,50.88284321,-113.9800147
144,Dr. Gladys McKelvie Egbert School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2A5G9,51.05932091,-113.9415791
145,Dr. Gordon Higgins School,The Calgary School Division,Calgary,AB,Junior High,N,N,N,Y,N,T1Y2W9,51.0752588,-113.9707747
146,Dr. Gordon Townsend School,The Calgary School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T3B6A8,51.07473699,-114.1488897
147,Dr. J. K. Mulloy School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2K1H6,51.11922934,-114.0807171
148,Dr. Martha Cohen School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2Z0V1,50.9162257,-113.9456148
149,Dr. Oakley School,The Calgary School Division,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2T4Z9,51.0189654,-114.1083699
150,Dr. Roberta Bondar School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3H5B1,51.04970812,-114.208655
151,Earl Grey School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2T0Z1,51.03120438,-114.0821534
152,Eastside Christian Academy,Eastside City Church and Missionary Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2A7L8,51.05153179,-113.9309333
153,Ecole St. Pius X School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2M3T5,51.07303364,-114.1035922
154,Edgemont School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3A4X1,51.12846475,-114.1442474
155,Elbow Park School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2T2H8,51.01989484,-114.0832735
156,Elboya School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2S2N3,51.01116078,-114.0785829
157,Emily Follensbee School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2T3W5,51.00775746,-114.0950751
158,Eric Harvie School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3L3C9,51.12730329,-114.2522439
159,Erin Woods School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2B2Z9,51.02306606,-113.9659688
160,Ernest Manning High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T3H0N7,51.03559283,-114.1902771
161,Ernest Morrow School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2A1R3,51.04086459,-113.965655
162,Ethel M. Johnson School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2W0W7,50.95539496,-114.0888914
163,Eugene Coste School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2V3K7,50.96826251,-114.0873096
164,Evergreen School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2Y0L3,50.91704749,-114.1066701
165,F. E. Osborne School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3A1A7,51.09302606,-114.1637662
166,Fairview School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2H0Y1,50.98434123,-114.0600631
167,Falconridge School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3J1T4,51.09956986,-113.9449631
168,Father Doucet School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2Y2T5,50.90946851,-114.085216
169,Father James Whelihan,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2X2R5,50.90346584,-114.0484764
170,Father Lacombe School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2A6B4,51.0478093,-113.9825774
171,Father Scollen School,The Calgary Roman Catholic Separate School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T1Y5N4,51.09293736,-113.9416557
172,FFCA High School Campus,Foundations for the Future Charter Academy Charter School Society,Calgary,AB,Junior High/Senior High,N,N,N,Y,Y,T3B1C7,51.0697593,-114.1509076
173,FFCA South High School Campus,Foundations for the Future Charter Academy Charter School Society,Calgary,AB,Junior High/Senior High,N,N,N,Y,Y,T2H1Z2,50.97374757,-114.0610839
174,Filipino Language and Cultural School of Calgary,Philippine Cultural Center Foundation (Calgary),Calgary,AB,Unknown,N,N,N,N,N,T3J3Z5,51.10117704,-113.9674459
175,Fish Creek School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2X2Z1,50.90194182,-114.0333495
176,Foothills Academy,Foothills Academy Society,Calgary,AB,Elementary/Junior High/Senior High,N,N,Y,Y,Y,T2N4T1,51.06398068,-114.1413918
177,Forest Lawn High School,The Calgary School Division,Calgary,AB,Senior High,N,N,N,N,Y,T2A1M8,51.04295027,-113.9692251
178,G. W. Skene School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T2A6M7,51.04567347,-113.9454715
179,Georges P. Vanier School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T2E2H3,51.08128834,-114.0527756
180,Glamorgan School,The Calgary School Division,Calgary,AB,Elementary/Junior High,N,N,Y,Y,N,T3E4W3,51.01540804,-114.1457371
181,Glenbrook School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3E3V1,51.02362196,-114.1555359
182,Glendale School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3E3Z8,51.03248659,-114.145831
183,Glenmeadows School,The Calgary School Division,Calgary,AB,Elementary,N,N,Y,N,N,T3E4G4,51.03498064,-114.1581651
